	background	ME23	ME25	ME12	ME21	ME31	ME47	ME13	ME39	ME27	ME5	ME10	ME40	ME7	ME33	ME4	ME11	ME49	ME6	ME15	ME44	ME14	ME19	ME55	ME57	ME1	ME16	ME24	ME51	ME34	ME54	ME3	ME50	ME17	ME9	ME26	ME22	ME20	ME45	ME36	ME53	ME58	ME18	ME30	ME35	ME37	ME8	ME59	ME43	ME38	ME56	ME46	ME28	ME2	ME41	ME48	ME29	ME52	ME32	ME42	ME0
66	410452	724494	409292	409045	NA	411535	NA	551907	726589	100576273	100578200	726626	NA	NA	411955	412192	552788	NA	552671	552744	NA	552729	725798	NA	NA	411463	NA	NA	NA	NA	NA	NA	NA	NA	408951	NA	NA	NA	NA	725334	NA	NA	552611	100577320	412574	410007	NA	NA	NA	410829	NA	NA	411646	NA	NA	NA	100379261	NA	408532	NA	411372
67	410454	100578061	NA	726310	414015	NA	NA	NA	100578399	410604	NA	NA	NA	725147	551447	724974	727193	NA	413627	725288	NA	410344	NA	NA	NA	411466	412414	NA	NA	412859	NA	408930	NA	NA	NA	412259	551193	100577584	NA	100578936	NA	NA	726103	NA	550918	NA	413153	NA	NA	NA	NA	NA	NA	NA	NA	NA	726126	NA	406078	NA	725945
68	NA	727204	412476	725511	408264	411852	NA	NA	NA	NA	726189	725227	NA	552200	410172	725171	552071	NA	725370	NA	NA	NA	411714	NA	NA	NA	NA	411122	NA	100578157	NA	411220	NA	551525	100576090	408689	NA	NA	NA	100576543	NA	NA	NA	NA	414051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	410613	NA	412886	NA	552206
69	NA	NA	408270	408855	726400	NA	NA	727014	NA	NA	NA	552245	NA	725054	552522	409334	552373	NA	100577053	413781	NA	413457	724423	NA	NA	413817	409099	725551	NA	NA	NA	NA	NA	NA	NA	408686	NA	726053	NA	NA	NA	NA	100576174	413802	411542	NA	100576902	NA	NA	410802	NA	NA	410127	409933	NA	NA	726458	NA	100577464	NA	552187
70	408430	100577268	551100	552559	408905	NA	NA	726162	551672	NA	NA	NA	NA	NA	552360	552536	552415	NA	NA	726437	NA	410108	412823	NA	NA	724900	552267	NA	NA	408393	NA	406124	NA	100577418	726818	551395	NA	NA	NA	NA	NA	NA	551760	NA	412815	409300	409018	NA	NA	724919	NA	NA	552417	NA	NA	NA	NA	NA	551496	NA	NA
71	NA	NA	551478	411104	724569	NA	NA	NA	NA	100578442	725568	724542	NA	411142	552717	NA	NA	NA	412080	726841	NA	NA	411875	NA	NA	413503	411935	726736	NA	NA	NA	NA	NA	NA	100578091	406113	NA	100578386	NA	NA	NA	NA	NA	NA	408742	NA	NA	NA	NA	NA	NA	NA	411961	NA	NA	NA	410589	NA	726268	NA	409807
72	408431	NA	412162	413318	410414	100578083	NA	413407	NA	NA	724915	552635	NA	414011	NA	NA	411936	NA	NA	552842	NA	550710	725680	NA	NA	NA	412360	NA	NA	409448	NA	NA	NA	100577707	552216	551008	NA	NA	NA	551344	NA	NA	100577491	NA	NA	413749	412763	NA	NA	NA	NA	NA	NA	NA	NA	NA	552257	NA	NA	NA	NA
73	100578090	NA	100578927	726336	550998	100577590	NA	NA	NA	100578744	412928	552254	NA	NA	552348	550978	100577876	NA	NA	NA	NA	NA	411797	NA	NA	725061	724977	NA	NA	NA	NA	NA	NA	100576781	NA	552081	NA	NA	NA	406101	NA	NA	409508	725570	551162	406067	725596	NA	NA	NA	NA	NA	NA	NA	NA	NA	411976	NA	410211	NA	NA
74	100578023	NA	NA	NA	NA	413351	NA	552112	NA	413924	NA	726579	NA	NA	412584	100576930	409264	NA	726637	551197	NA	413154	725270	NA	NA	100578706	552063	551258	NA	NA	NA	NA	NA	NA	NA	408516	NA	551429	NA	100577840	NA	NA	552478	552632	NA	413567	NA	NA	NA	409588	NA	NA	NA	NA	NA	NA	726611	NA	NA	NA	NA
75	100216489	408687	408524	NA	NA	100578978	NA	100577972	NA	411786	551371	412705	NA	550694	552148	412432	100576515	NA	408969	551924	NA	726990	NA	NA	NA	NA	726620	NA	NA	NA	NA	724655	NA	100577896	412767	NA	100578886	100578617	NA	NA	NA	NA	409263	NA	551488	NA	NA	NA	NA	100577198	NA	NA	NA	NA	NA	NA	NA	NA	411184	NA	503505
76	726710	100578801	412478	408311	412917	NA	NA	725406	NA	NA	550969	100576492	NA	100578503	NA	550858	412323	NA	726658	551087	NA	411738	100578715	NA	NA	NA	411627	NA	NA	551772	NA	411693	NA	725361	NA	NA	100578751	724205	NA	100576099	NA	NA	409920	406103	550885	726230	412020	NA	NA	725974	NA	NA	NA	413946	NA	NA	413925	NA	NA	NA	NA
77	NA	408527	NA	NA	NA	NA	NA	NA	NA	NA	412372	NA	NA	NA	726580	NA	411266	NA	NA	412620	NA	100578433	412293	NA	NA	NA	410098	409404	NA	726124	NA	NA	NA	NA	100577409	410602	NA	NA	NA	100577797	NA	NA	408799	NA	725017	NA	NA	NA	NA	NA	NA	NA	NA	410107	NA	NA	726414	NA	413858	NA	552117
78	410459	NA	NA	408351	410189	724304	NA	725009	NA	551579	412804	550665	NA	100578235	727303	409793	411916	NA	412069	410905	NA	552363	411892	NA	NA	NA	414028	551591	NA	410662	NA	NA	NA	NA	NA	100578714	725263	100577889	NA	409892	NA	NA	726439	412111	550695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100576164
79	726759	NA	412127	NA	100578780	408820	NA	NA	NA	NA	413495	100579024	NA	408950	552566	727001	408796	NA	725477	NA	NA	412481	411492	NA	NA	NA	409386	408817	NA	100192202	NA	NA	NA	NA	NA	724113	NA	724706	NA	NA	NA	NA	724868	NA	411897	NA	726814	NA	NA	NA	NA	NA	409242	413973	NA	NA	NA	NA	NA	NA	NA
80	NA	100577912	726009	410317	409345	411907	NA	NA	NA	726236	413494	412009	NA	409691	725786	724863	411006	NA	NA	726601	NA	NA	NA	NA	NA	NA	100576222	NA	NA	NA	NA	410916	NA	NA	724616	409298	NA	552172	NA	NA	NA	NA	725432	NA	NA	NA	725782	NA	NA	NA	NA	NA	NA	724737	NA	NA	NA	NA	409843	NA	NA
81	NA	551078	100579003	100577879	NA	411306	NA	NA	NA	NA	NA	413607	NA	411320	726949	551702	412456	NA	552441	NA	NA	NA	726237	NA	NA	100576404	NA	551852	NA	NA	NA	100578417	NA	NA	NA	726472	NA	NA	NA	100576289	NA	NA	550715	550828	412612	NA	NA	NA	NA	NA	NA	NA	NA	552412	NA	NA	NA	NA	410058	NA	414021
82	NA	409883	408705	410347	724920	724695	NA	414043	NA	NA	NA	413110	NA	725372	412889	NA	726550	NA	NA	NA	NA	413831	551686	NA	NA	NA	NA	409560	NA	NA	NA	411664	NA	724970	NA	100577788	NA	552191	NA	409430	NA	NA	NA	NA	413709	NA	NA	NA	NA	NA	NA	NA	724594	NA	NA	NA	409091	NA	NA	NA	414022
83	408434	724793	412077	NA	NA	551331	NA	411981	NA	NA	NA	NA	NA	NA	724912	NA	NA	NA	NA	412382	NA	726196	409359	NA	NA	NA	551984	NA	NA	NA	NA	100578542	NA	410920	409441	100576462	724433	410417	NA	NA	NA	NA	409796	551533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	413565	NA	410070
84	410463	408713	409201	NA	410140	NA	NA	412408	NA	724675	409010	551741	NA	412880	412929	NA	409118	NA	100576591	411654	NA	409083	412756	NA	NA	413073	551838	NA	NA	NA	NA	726703	NA	NA	412448	552663	NA	408405	NA	NA	NA	NA	552564	411602	100578697	NA	724612	NA	NA	NA	NA	NA	NA	NA	NA	NA	725541	NA	NA	NA	410071
85	552354	413265	410219	NA	NA	411754	NA	724168	NA	100578437	726750	100577849	NA	NA	413089	412806	725510	NA	550958	NA	NA	726735	NA	NA	NA	NA	410288	NA	NA	NA	NA	552741	NA	725158	NA	409533	NA	NA	NA	NA	NA	NA	685996	409323	NA	NA	NA	NA	NA	NA	NA	NA	100578705	411635	NA	NA	726322	NA	413936	NA	NA
86	552377	NA	724931	NA	410865	551938	NA	552647	NA	100576326	NA	NA	NA	409262	550726	552066	NA	NA	NA	NA	NA	412331	411909	NA	NA	NA	NA	NA	NA	NA	NA	411830	NA	100576879	NA	409090	411507	NA	NA	NA	NA	NA	409397	NA	409873	NA	100576307	NA	NA	NA	NA	NA	NA	NA	NA	NA	413324	NA	411301	NA	412458
87	100577222	552658	409169	NA	NA	NA	NA	NA	NA	409672	726619	411037	NA	725938	411261	411230	NA	NA	412632	413833	NA	724799	552398	NA	NA	406143	NA	NA	NA	NA	NA	NA	NA	NA	724227	410388	NA	410227	NA	NA	NA	NA	NA	NA	NA	NA	413278	NA	NA	NA	NA	NA	411158	100576522	NA	NA	409949	NA	NA	NA	724721
88	NA	408294	410114	NA	408529	100576349	NA	NA	NA	552202	552173	NA	NA	726638	411255	725762	724481	NA	NA	551560	NA	NA	NA	NA	NA	NA	550667	410896	NA	725827	NA	411358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	408901	724286	551535	NA	NA	NA	NA	NA	NA	NA	NA	100576434	NA	NA	725125	NA	NA	NA	412829
89	410462	552682	726778	NA	551328	100576722	NA	NA	NA	408990	100577561	551751	NA	409015	552134	100578842	410162	NA	NA	550794	NA	552764	726063	NA	NA	NA	551124	726273	NA	408661	NA	411176	NA	413299	NA	100577031	NA	NA	NA	NA	NA	NA	727432	725424	409986	NA	408718	NA	NA	NA	NA	NA	NA	NA	NA	NA	551628	NA	408972	NA	NA
90	408433	408288	410148	409726	725254	NA	NA	551485	NA	726535	411833	552841	NA	412661	NA	NA	552000	NA	725710	NA	NA	412751	726265	NA	NA	NA	552667	412254	NA	413738	NA	NA	NA	725290	726019	NA	NA	100576584	NA	NA	NA	NA	551103	NA	NA	NA	NA	NA	NA	NA	NA	NA	411054	NA	NA	NA	725548	NA	411285	NA	409360
91	NA	551177	NA	NA	408541	409534	NA	NA	NA	NA	724395	NA	NA	NA	727495	NA	409645	NA	411317	NA	NA	NA	NA	NA	NA	NA	413344	NA	NA	NA	NA	100576517	NA	NA	NA	100576944	406083	552238	NA	NA	NA	NA	552534	551891	551722	NA	NA	NA	NA	NA	NA	NA	726215	NA	NA	NA	409402	NA	NA	NA	412546
92	NA	551848	725592	410096	NA	552044	NA	NA	NA	NA	727552	100578482	NA	NA	411943	551642	NA	NA	409002	725261	NA	726870	100577712	NA	NA	NA	409531	NA	NA	NA	NA	NA	NA	725543	NA	NA	NA	NA	NA	NA	NA	NA	724407	413164	NA	NA	NA	NA	NA	NA	NA	NA	100577196	NA	NA	NA	408991	NA	100578955	NA	412212
93	NA	409699	NA	411739	726598	NA	NA	724288	NA	NA	726137	726784	NA	552204	NA	412784	727251	NA	100578130	552157	NA	412459	413971	NA	NA	411163	NA	NA	NA	NA	NA	NA	NA	NA	100576279	551740	NA	551597	NA	NA	NA	NA	NA	724776	NA	NA	725179	NA	NA	NA	NA	NA	409753	413166	NA	NA	NA	NA	409821	NA	NA
94	NA	408955	551969	NA	408710	408652	NA	408348	NA	NA	100576271	NA	NA	409336	410837	NA	NA	NA	552442	413051	NA	NA	412697	NA	NA	411166	NA	411854	NA	NA	NA	411175	NA	100576116	408937	725184	NA	100576159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	410509	NA	NA	NA	NA	NA	410815	NA	413868
95	408432	552290	677668	NA	725396	409322	NA	NA	NA	NA	724357	724346	NA	724610	413613	725486	411540	NA	724663	NA	NA	NA	NA	NA	NA	NA	550708	410527	NA	NA	NA	NA	NA	NA	408876	NA	726394	NA	NA	NA	NA	NA	410234	410960	NA	NA	NA	NA	NA	NA	NA	NA	726582	409979	NA	NA	NA	NA	NA	NA	552001
96	552210	NA	NA	408896	NA	100578257	NA	725286	NA	408458	NA	412509	NA	411024	411140	100577358	100576784	NA	411340	NA	NA	413984	411780	NA	NA	NA	NA	726733	NA	NA	NA	NA	NA	NA	NA	551847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	552545	NA	NA	100576983	NA	726481	NA	413867
97	726648	406117	NA	NA	100578797	NA	NA	409891	NA	409222	724937	411233	NA	NA	NA	724267	552087	NA	411899	NA	NA	100578763	NA	NA	NA	413076	412799	552643	NA	NA	NA	NA	NA	409678	NA	409773	726762	NA	NA	NA	NA	NA	726171	NA	NA	NA	411038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	552052
98	NA	411237	410505	413464	552275	NA	NA	NA	NA	412109	NA	726363	NA	NA	NA	102656311	726661	NA	NA	NA	NA	406097	724710	NA	NA	100576836	413354	NA	NA	NA	NA	NA	NA	551396	NA	726099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	726421	NA	NA	NA	NA	NA	NA	724927	NA	NA	411248	NA	NA	NA	727079
99	726613	408386	551191	NA	NA	NA	NA	412227	NA	413515	NA	411947	NA	551500	NA	551996	412442	NA	NA	NA	NA	552309	412460	NA	NA	408889	725426	NA	NA	NA	NA	NA	NA	NA	NA	410518	NA	NA	NA	NA	NA	NA	410188	NA	NA	NA	NA	NA	NA	NA	NA	NA	551895	412303	NA	NA	100577515	NA	NA	NA	412480
100	726599	410395	552006	NA	NA	NA	NA	409594	NA	409557	411326	412443	NA	NA	NA	726213	412378	NA	NA	551373	NA	412245	409247	NA	NA	NA	NA	726361	NA	NA	NA	NA	NA	551914	408446	NA	NA	412934	NA	NA	NA	NA	NA	NA	NA	NA	100577444	NA	NA	NA	NA	NA	NA	413063	NA	NA	411812	NA	NA	NA	551154
101	NA	408388	724819	NA	726201	NA	NA	412097	NA	551200	409004	411757	NA	408328	NA	100578713	413766	NA	411477	724982	NA	411816	410632	NA	NA	NA	725527	411843	NA	NA	NA	NA	NA	724507	NA	551282	410603	724645	NA	NA	NA	NA	552726	NA	NA	NA	409722	NA	NA	NA	NA	NA	725697	NA	NA	NA	NA	NA	NA	NA	724234
102	100578263	NA	NA	NA	NA	NA	NA	NA	NA	NA	551922	100578746	NA	552746	NA	NA	725934	NA	NA	725097	NA	412608	412221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	724946	NA	NA	NA	724728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100577635	408865	NA	NA	724554	NA	NA	NA	724328
103	410456	552154	NA	NA	726470	NA	NA	NA	NA	NA	409977	413926	NA	413430	NA	NA	411103	NA	725595	724323	NA	410144	727528	NA	NA	410078	NA	726922	NA	NA	NA	NA	NA	NA	409065	NA	NA	NA	NA	NA	NA	NA	551217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
104	NA	411295	413517	411076	NA	NA	NA	409631	NA	NA	551398	412531	NA	726595	NA	NA	NA	NA	411832	NA	NA	411905	412663	NA	NA	NA	NA	551329	NA	NA	NA	100577362	NA	100577841	NA	NA	NA	551119	NA	NA	NA	NA	NA	NA	NA	NA	413103	NA	NA	NA	NA	NA	NA	NA	NA	NA	409286	NA	NA	NA	NA
105	726547	NA	550973	NA	409572	NA	NA	725366	NA	413208	NA	725867	NA	409735	NA	726030	724701	NA	412025	NA	NA	725915	NA	NA	NA	NA	NA	NA	NA	NA	NA	100578935	NA	NA	NA	552784	726898	NA	NA	NA	NA	NA	411613	NA	NA	NA	NA	NA	NA	NA	NA	NA	409670	NA	NA	NA	NA	NA	NA	NA	NA
106	NA	NA	550961	NA	724778	NA	NA	727088	NA	NA	100578201	411603	NA	552098	NA	413917	412232	NA	551880	551548	NA	412817	406096	NA	NA	727460	413623	411901	NA	NA	NA	727238	NA	725115	413590	408668	NA	552800	NA	NA	NA	NA	412266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
107	NA	100578102	408674	NA	724225	NA	NA	NA	NA	410831	NA	100578726	NA	724878	NA	NA	552324	NA	551133	409819	NA	408911	412251	NA	NA	727456	411088	410040	NA	NA	NA	413569	NA	100578286	408788	NA	100576163	NA	NA	NA	NA	NA	409041	NA	NA	NA	725614	NA	NA	NA	NA	NA	NA	412011	NA	NA	NA	NA	NA	NA	409957
108	NA	100192200	408654	NA	724439	NA	NA	724435	NA	100578289	NA	NA	NA	410280	NA	727180	552198	NA	412522	410187	NA	727639	NA	NA	NA	552812	NA	551840	NA	NA	NA	NA	NA	412791	NA	411697	726457	NA	NA	NA	NA	NA	413296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	724144
109	NA	413098	408657	NA	NA	NA	NA	100577763	NA	NA	NA	725781	NA	410283	NA	411886	727420	NA	412396	551981	NA	412306	NA	NA	NA	NA	NA	552479	NA	NA	NA	727335	NA	NA	NA	408675	408538	NA	NA	NA	NA	NA	NA	NA	NA	NA	100578524	NA	NA	NA	NA	NA	NA	413555	NA	NA	NA	NA	NA	NA	724115
110	NA	409768	NA	725963	NA	NA	NA	409163	NA	408752	100576989	551313	NA	551661	NA	409129	726828	NA	409317	100577127	NA	NA	411026	NA	NA	410549	727106	NA	NA	NA	NA	NA	NA	NA	NA	409668	410893	100576361	NA	NA	NA	NA	550814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	727538
111	408429	410510	551122	410435	NA	NA	NA	100576527	NA	NA	NA	410262	NA	409389	NA	NA	552780	NA	NA	413947	NA	410225	NA	NA	NA	727129	410969	409905	NA	NA	NA	410563	NA	NA	726681	724164	100577981	NA	NA	NA	NA	NA	725168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	413274	NA	NA	NA	NA	NA	NA	727087
112	726391	NA	409653	NA	NA	NA	NA	552409	NA	NA	410269	726018	NA	724312	NA	726455	413762	NA	725646	NA	NA	411177	NA	NA	NA	727185	410970	NA	NA	NA	NA	NA	NA	413115	726378	NA	551967	725622	NA	NA	NA	NA	412842	NA	NA	NA	725665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100578907
113	NA	552470	NA	724686	408471	NA	NA	100578660	NA	NA	724998	724154	NA	724553	NA	724201	552449	NA	409596	411790	NA	100577766	NA	NA	NA	100576461	NA	100578246	NA	NA	NA	NA	NA	724916	410994	NA	NA	552558	NA	NA	NA	NA	408515	NA	NA	NA	725962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	727074
114	726352	726190	NA	552578	406123	NA	NA	NA	NA	NA	411683	552763	NA	413023	NA	100577449	726408	NA	726522	411779	NA	409540	409315	NA	NA	NA	100578209	551425	NA	NA	NA	727135	NA	NA	726024	NA	NA	NA	NA	NA	NA	NA	408517	NA	NA	NA	726045	NA	NA	NA	NA	NA	NA	100576304	NA	NA	NA	NA	NA	NA	551974
115	726329	408398	NA	NA	411490	NA	NA	410238	NA	NA	409212	725887	NA	551690	NA	NA	726151	NA	413336	412923	NA	552697	726272	NA	NA	724159	413222	NA	NA	NA	NA	100577632	NA	408409	408785	NA	NA	725823	NA	NA	NA	NA	410607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	409527
116	408428	NA	NA	NA	NA	NA	NA	NA	NA	NA	410879	NA	NA	413147	NA	726964	552838	NA	726757	412177	NA	408762	409177	NA	NA	NA	100576619	413207	NA	NA	NA	100576251	NA	NA	408786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100578015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
117	408427	726478	NA	NA	NA	NA	NA	551566	NA	NA	551536	413668	NA	NA	NA	NA	100576286	NA	NA	NA	NA	NA	412975	NA	NA	408497	551483	552012	NA	NA	NA	NA	NA	410885	408789	NA	NA	100577905	NA	NA	NA	NA	NA	NA	NA	NA	552792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	724455
118	410451	409234	NA	409876	NA	NA	NA	100578434	NA	NA	100578537	100577344	NA	725291	NA	724659	726564	NA	726771	411509	NA	NA	411972	NA	NA	NA	NA	411764	NA	NA	NA	NA	NA	726121	408797	NA	NA	411781	NA	NA	NA	NA	725380	NA	NA	NA	100577548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	409520
119	100577543	NA	NA	724752	NA	NA	NA	412969	NA	NA	725295	552733	NA	409563	NA	NA	726612	NA	413429	551148	NA	412884	413447	NA	NA	410546	552614	409489	NA	NA	NA	NA	NA	NA	413247	NA	NA	NA	NA	NA	NA	NA	408526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
120	100578992	409900	NA	725524	NA	NA	NA	551692	NA	NA	NA	409491	NA	NA	NA	NA	412944	NA	NA	412278	NA	409483	NA	NA	NA	410545	406107	NA	NA	NA	NA	NA	NA	410197	NA	NA	NA	408712	NA	NA	NA	NA	724369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	408887	NA	NA	NA	NA	NA	NA	724585
121	NA	408304	NA	551099	NA	NA	NA	413758	NA	NA	NA	413261	NA	552424	NA	NA	552683	NA	409765	NA	NA	414035	411469	NA	NA	NA	552171	NA	NA	NA	NA	411820	NA	551372	NA	NA	409626	NA	NA	NA	NA	NA	409160	NA	NA	NA	409789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	724634
122	410449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100576744	NA	413435	NA	NA	552791	NA	NA	411047	NA	413036	NA	NA	NA	726587	409543	NA	NA	NA	NA	406104	NA	NA	NA	NA	NA	100577308	NA	NA	NA	NA	726270	NA	NA	NA	725434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	413803
123	725856	NA	NA	409818	NA	NA	NA	727192	NA	NA	NA	NA	NA	408448	NA	727534	408352	NA	NA	NA	NA	413331	412850	NA	NA	NA	412690	NA	NA	NA	NA	NA	NA	NA	411113	NA	NA	100578520	NA	NA	NA	NA	NA	NA	NA	NA	411579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	725040
124	100577696	NA	NA	NA	NA	NA	NA	724715	NA	NA	NA	NA	NA	551212	NA	NA	414001	NA	100576612	413908	NA	NA	409403	NA	NA	NA	552527	NA	NA	NA	NA	NA	NA	NA	408852	NA	NA	NA	NA	NA	NA	NA	725530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
125	100576555	NA	NA	NA	NA	NA	NA	413930	NA	NA	412057	413877	NA	550734	NA	413869	411862	NA	NA	409816	NA	412727	551297	NA	NA	551928	726305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	409038	NA	NA	NA	100576894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	410484	100576337	NA	NA	NA	411483	412409	NA	NA	NA	NA	552801	413195	NA	NA	100576880	NA	NA	NA	NA	NA	NA	NA	100577680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	406139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
127	408423	NA	NA	NA	NA	NA	NA	410883	NA	NA	NA	100576669	NA	550929	NA	100576542	412199	NA	724995	412789	NA	725111	NA	NA	NA	413912	550798	NA	NA	NA	NA	NA	NA	726925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
128	410441	NA	NA	408278	NA	NA	NA	412256	NA	NA	NA	552806	NA	NA	NA	100579015	409946	NA	100578624	NA	NA	NA	NA	NA	NA	100576972	NA	NA	NA	NA	NA	100577283	NA	NA	NA	NA	726367	NA	NA	NA	NA	NA	409228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	725393	NA	NA	NA	NA	NA	NA	412103
129	NA	NA	NA	724670	NA	NA	NA	551509	NA	NA	NA	412580	NA	409990	NA	724646	727398	NA	NA	412830	NA	413931	409028	NA	NA	411674	725099	NA	NA	NA	NA	NA	NA	552530	NA	NA	NA	409414	NA	NA	NA	NA	411380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
130	NA	NA	NA	410882	NA	NA	NA	NA	NA	NA	725711	NA	NA	412350	NA	724247	412367	NA	725743	NA	NA	552849	NA	NA	NA	411276	409321	NA	NA	NA	NA	NA	NA	NA	411099	NA	552099	724431	NA	NA	NA	NA	406120	NA	NA	NA	408916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	726119
131	725354	NA	NA	725791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100577506	552419	NA	100578498	100577725	NA	551517	551658	NA	NA	NA	NA	NA	NA	NA	NA	100576746	NA	725528	NA	NA	NA	NA	NA	NA	NA	NA	408284	NA	NA	NA	552048	NA	NA	NA	NA	NA	NA	412003	NA	NA	NA	NA	NA	NA	100579018
132	NA	NA	NA	100577986	NA	NA	NA	725656	NA	NA	100578468	552439	NA	411915	NA	411662	726222	NA	552105	411811	NA	413636	409183	NA	NA	NA	409270	NA	NA	NA	NA	NA	NA	100577867	100576985	NA	NA	408699	NA	NA	NA	NA	409294	NA	NA	NA	551929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
133	408421	NA	NA	NA	NA	NA	NA	727140	NA	NA	100578694	NA	NA	NA	NA	411839	550703	NA	NA	NA	NA	552850	NA	NA	NA	411277	410622	NA	NA	NA	NA	NA	NA	NA	NA	NA	408992	100577446	NA	NA	NA	NA	409552	NA	NA	NA	409155	NA	NA	NA	NA	NA	NA	408489	NA	NA	NA	NA	NA	NA	100577585
134	410438	NA	NA	725546	NA	NA	NA	410294	NA	NA	552434	552840	NA	724889	NA	724708	552520	NA	NA	551946	NA	410129	409871	NA	NA	NA	100577872	NA	NA	NA	NA	NA	NA	100577101	NA	NA	100576167	100576749	NA	NA	NA	NA	550651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
135	100576924	NA	NA	408339	NA	NA	NA	NA	NA	NA	412271	413011	NA	412158	NA	409064	413898	NA	552482	NA	NA	551945	724808	NA	NA	NA	551508	NA	NA	NA	NA	NA	NA	100576984	410341	NA	NA	NA	NA	NA	NA	NA	726546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	727312	NA	NA	NA	NA	NA	NA	725920
136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	409454	100578194	NA	408794	NA	411391	727153	NA	NA	411715	NA	412205	412741	NA	NA	NA	725789	NA	NA	NA	NA	NA	NA	NA	NA	NA	406109	NA	NA	NA	NA	NA	552266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	727235	NA	NA	NA	NA	NA	NA	552294
137	NA	NA	NA	NA	NA	NA	NA	411802	NA	NA	NA	NA	NA	409115	NA	NA	727061	NA	409577	410428	NA	411095	413692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100577939	NA	NA	100578345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	727164	NA	NA	NA	NA	NA	NA	NA
138	413549	NA	NA	410013	NA	NA	NA	551400	NA	NA	409994	410639	NA	409117	NA	NA	552846	NA	726057	NA	NA	NA	411591	NA	NA	725023	552342	NA	NA	NA	NA	NA	NA	NA	410326	NA	NA	NA	NA	NA	NA	NA	552318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	725746
