""	X8751ID	X8756ID	X875aID	X8827ID	X882gID	X882kID	X882mID	X888eID	X888qID	X888uID	X894cID	X894fID	X894iID	X8751IQ	X8756IQ	X875aIQ	X8827IQ	X882gIQ	X882kIQ	X882mIQ	X888eIQ	X888qIQ	X888uIQ	X894cIQ	X894fIQ	X894iIQ
GB49680	69	21	69	4	24	22	46	11	22	23	86	16	4	56	26	44	3	30	19	43	14	20	25	86	16	4
GB49683	8	0	0	7	0	1	1	7	16	0	6	6	0	8	0	0	7	0	1	1	7	16	0	6	6	0
GB49684	1415	3764	11084	794	208	122	1289	916	4396	822	3863	1646	1237	1530	3820	11136	800	197	123	1287	939	4540	821	3880	1611	1124
GB49686	7	376	2006	5	139	6	4	4	579	271	611	1100	4	6	197	1766	2	55	261	2	2	348	261	610	1103	4
GB49688	4208	3784	2023	6382	3849	3498	4987	4744	4142	2268	4400	4645	1974	3228	2844	1783	6412	3841	3519	4972	4557	4240	2158	4094	4398	1879
GB49689	7	18	134	0	12	5	14	5	75	41	317	76	36	9	20	127	5	14	54	23	3	177	39	308	61	37
GB49691	0	14	9	2	0	0	0	3	2	0	4	1	0	0	14	9	5	0	0	0	0	0	0	2	0	0
GB49692	26	14	26	14	4	17	25	15	25	0	55	38	2	26	15	27	14	4	17	25	7	17	1	56	38	2
GB49695	72	78	55	0	30	0	18	12	24	36	81	30	12	72	78	54	0	30	0	18	12	24	36	96	18	12
GB49696	22	33	30	2	2	0	3	14	4	24	16	56	0	22	28	30	1	2	0	2	6	1	21	4	54	2
GB49698	0	0	6	0	5	0	0	0	0	5	0	15	0	0	0	5	0	5	0	0	0	0	5	0	15	0
GB49700	0	1	1	0	0	0	0	0	2	0	0	3	0	0	1	1	0	0	0	0	0	2	0	0	3	0
GB49701	55	40	46	9	48	28	18	8	16	9	45	27	12	55	40	46	9	48	28	18	0	0	13	0	0	0
GB49705	4	23	35	13	0	75	28	14	25	2	44	251	5	4	28	30	19	1	84	24	14	22	0	33	230	6
GB49706	22	35	22	6	15	35	18	6	0	6	81	47	7	1	18	46	10	0	0	0	6	0	6	81	46	7
GB49708	30	44	147	3	7	21	32	0	35	19	65	52	8	31	43	143	3	8	15	32	0	35	19	65	52	7
GB49710	0	12	66	1	3	0	0	0	18	9	22	37	0	0	6	61	0	1	9	0	1	12	9	21	36	0
GB49717	9	2	12	8	4	7	22	6	6	1	7	5	1	0	9	0	8	6	12	23	0	0	0	4	0	0
GB49718	2	5	0	5	1	2	0	4	1	1	2	8	4	0	0	0	5	1	2	0	0	0	0	1	0	0
GB49722	40276	51182	68534	25898	23876	20608	41472	14307	48376	17269	33233	37429	11663	43313	50105	70661	24932	20347	20674	37911	14195	48295	17217	31816	36526	11625
GB49723	3219	2573	3995	1914	1453	1140	1320	1308	2237	1067	3444	2677	243	3147	2509	3852	1933	1403	1230	1401	1304	2230	1068	3317	2620	239
GB49726	8	30	35	21	33	35	44	22	74	6	40	76	17	7	31	38	21	29	32	45	22	75	7	41	77	17
GB49727	0	6	16	2	3	2	8	3	2	0	13	2	5	0	6	16	0	1	1	6	3	2	0	11	2	2
GB49730	7	24	45	18	28	5	15	6	22	24	10	11	4	6	23	33	12	31	3	12	6	21	24	9	12	4
GB49732	13	5	10	28	7	2	5	11	15	12	5	2	8	14	5	10	29	6	2	5	10	15	12	5	2	8
GB49738	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	1	0	0	0	2	0	2	0	0	2	0
GB49739	4	39	23	30	19	76	22	32	20	2	138	136	29	2	30	23	42	13	33	20	0	15	0	21	0	10
GB49740	0	12	10	12	6	0	8	0	17	0	14	4	6	0	13	10	12	6	0	8	0	16	0	14	4	6
GB49741	4	14	18	8	4	0	12	0	14	0	16	10	4	4	14	18	8	4	0	12	0	14	0	16	10	4
GB49751	105	78	305	19	20	26	25	16	53	67	324	105	11	113	77	313	19	22	23	21	3	201	84	299	94	3
GB49754	8	24	53	8	15	19	35	1	0	7	60	58	21	8	24	51	6	15	21	29	3	13	1	5	6	0
GB49755	63	207	347	117	133	90	87	42	57	107	65	50	84	63	209	330	84	133	103	73	36	41	98	29	32	73
GB49762	0	0	1	5	1	18	2	0	2	0	10	11	4	14	13	6	5	1	18	2	0	2	0	10	11	4
GB49764	1	0	0	0	4	4	0	4	0	0	3	4	0	1	0	0	0	4	4	0	4	0	0	3	4	0
GB49767	91	145	292	81	71	74	68	8	82	77	217	94	81	77	143	309	70	50	79	65	9	90	86	219	95	82
GB49768	88	98	73	56	78	244	114	21	47	35	181	150	47	27	176	61	22	99	52	54	55	89	19	75	55	24
GB49769	20	17	21	18	23	53	38	20	15	5	50	34	12	0	21	13	17	23	53	37	20	15	5	50	34	12
GB49770	126	293	464	129	70	333	139	79	234	60	259	405	45	121	287	472	127	69	330	140	53	168	38	199	350	39
GB49771	9	30	8	9	23	20	4	10	10	8	40	26	6	12	26	7	4	7	27	1	1	2	1	8	1	1
GB49772	6	7	8	1	6	12	31	4	32	1	34	12	4	0	3	0	1	6	12	31	0	1	0	1	0	0
GB49775	917	971	1097	476	722	1281	925	703	1719	364	1553	1595	365	1019	1046	1105	510	692	1342	893	527	1670	299	1391	1602	300
GB49778	44	72	47	34	46	56	50	54	47	25	32	53	16	116	71	43	27	41	53	28	40	32	29	17	38	10
GB49785	5	5	10	5	0	11	2	1	6	0	12	4	0	1	4	11	1	2	1	0	0	0	3	1	1	0
GB49786	52	115	221	57	60	133	145	59	133	28	246	246	26	52	115	221	57	60	133	148	43	100	28	194	175	20
GB49788	1	7	0	0	2	2	0	2	0	1	2	1	0	1	7	0	0	2	2	0	0	0	0	2	1	0
GB49791	6	9	25	13	10	28	20	10	58	13	16	17	1	20	23	55	28	24	50	39	9	54	8	41	18	6
GB49793	3	12	15	2	5	6	10	5	17	4	10	11	3	4	13	15	2	4	6	9	5	17	4	8	11	2
GB49797	1	0	2	1	1	2	2	0	5	0	5	2	1	0	7	3	0	1	0	0	0	2	1	4	1	1
GB49799	208	228	164	106	204	325	136	39	103	100	332	245	65	76	327	126	57	120	98	84	77	122	79	136	72	47
GB49801	9	22	51	10	11	44	27	2	25	14	23	61	9	9	20	51	10	11	44	27	2	25	14	0	0	0
GB49804	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	9	1	0	1	0	0	1	1	2	1	1
GB49805	30	132	289	76	95	76	48	3	150	9	204	18	4	28	135	289	72	94	60	45	1	148	7	199	11	2
GB49806	1	0	5	0	0	0	2	1	1	1	2	0	3	1	0	2	0	0	0	2	1	0	1	2	0	3
GB49809	4	31	39	6	1	33	0	0	49	35	7	23	2	4	30	39	6	2	33	0	0	17	7	14	22	2
GB49810	8	24	53	8	15	19	35	1	0	7	60	58	21	8	24	51	6	15	21	29	3	13	1	5	6	0
GB49812	131	244	487	115	150	270	367	0	2	73	541	456	59	131	244	487	115	150	270	367	0	2	73	2	5	1
GB49832	97	82	346	28	7	44	1	3	69	39	122	134	28	93	81	317	28	4	43	1	4	68	41	132	134	27
GB49839	52	94	86	44	42	170	110	54	84	10	80	64	16	2	16	74	44	42	170	110	54	84	10	80	64	16
GB49843	0	0	1	1	0	0	2	0	5	0	1	0	0	0	0	1	1	0	0	2	0	5	0	1	0	0
GB49852	218	119	1003	96	144	74	19	25	42	466	152	242	60	308	118	986	84	172	99	27	29	48	444	155	240	56
GB49853	1	0	4	0	0	0	1	0	1	3	2	0	0	1	0	2	0	0	0	0	0	1	3	2	0	0
GB49856	1	15	58	122	137	78	159	36	99	0	1	256	20	1	55	102	123	137	80	160	10	13	0	1	240	15
GB49859	3	11	6	5	6	6	3	7	1	4	17	4	0	0	1	7	5	5	9	3	7	1	4	9	6	0
GB49860	4	0	8	2	6	4	2	0	0	0	2	4	0	4	0	11	8	12	4	2	0	0	0	0	4	0
GB49861	1	0	3	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	2	1	1	2	0
GB49862	21	13	4	4	4	14	16	7	10	5	13	15	5	16	15	15	4	3	17	15	4	8	3	11	11	0
GB49863	1	1	5	0	3	4	3	0	0	0	2	3	0	2	3	3	0	1	0	2	0	1	0	1	0	0
GB49864	0	1	0	3	1	2	3	0	0	0	0	1	0	4	3	2	1	1	2	2	2	0	1	4	3	0
GB49866	3	7	2	0	20	3	3	0	0	1	9	3	0	0	7	1	0	20	2	0	0	0	1	9	2	0
GB49869	131	194	117	160	117	197	301	55	99	25	280	435	102	74	120	71	162	2	4	4	77	171	26	196	324	68
GB49870	153	272	278	134	195	267	351	73	222	51	445	409	69	171	264	300	85	197	227	359	74	218	51	441	403	69
GB49871	90	100	246	112	58	165	172	103	110	9	160	191	35	90	100	246	112	58	165	172	103	110	9	160	191	35
GB49872	18	8	50	51	66	3	7	1	22	16	20	11	25	18	8	44	52	66	5	7	5	9	29	17	14	24
GB49876	309	828	682	442	347	352	1626	155	696	23	2293	1279	35	232	814	638	413	480	639	1849	209	676	37	2431	1300	38
GB49879	0	5	105	0	19	19	23	2	125	1	66	35	0	0	3	107	0	18	19	18	2	120	1	64	32	0
GB49880	122	243	252	62	51	48	37	73	233	93	273	238	92	8	25	23	4	10	4	10	16	63	2	23	32	4
GB49881	0	3	1	0	0	1	4	0	4	2	3	3	1	0	1	1	0	0	0	0	0	0	1	1	0	0
GB49882	0	6	2	0	0	0	0	0	0	0	1	0	0	0	6	2	0	0	0	0	0	0	0	3	1	0
GB49883	32	60	83	17	9	8	13	27	17	14	33	15	20	29	36	33	0	19	3	14	10	8	10	32	11	17
GB49885	27	133	320	37	52	229	156	65	125	30	244	165	32	27	133	320	36	35	189	88	65	128	30	3	1	19
GB49886	420	1977	1861	276	615	1618	697	631	833	217	1357	725	196	182	845	889	301	622	1621	717	457	547	186	567	394	30
GB49887	20	117	211	44	70	229	146	46	187	13	144	153	0	18	102	203	44	66	226	151	51	186	40	148	156	0
GB49890	84	468	156	130	149	985	300	104	100	93	890	580	86	57	346	101	126	159	815	279	65	75	84	564	271	66
GB49892	37	73	49	1	6	1	0	0	12	42	72	9	5	35	71	49	1	6	1	0	0	12	38	72	14	5
GB49899	578	851	1433	719	370	622	602	230	862	494	1249	800	236	431	648	1251	688	336	608	547	108	559	372	961	583	187
GB49900	45	63	52	48	16	37	48	14	60	41	93	100	25	44	61	54	49	16	37	48	12	64	24	93	100	24
GB49901	8	19	49	2	3	4	7	1	20	8	11	10	0	8	19	49	3	3	5	7	1	20	8	3	3	4
GB49902	101	129	423	137	60	85	233	170	453	32	269	286	69	101	128	423	137	60	85	233	170	453	32	269	286	69
GB49904	22	12	12	17	29	7	26	6	15	1	8	9	5	15	5	8	10	24	7	22	6	14	1	0	0	1
GB49907	22	63	53	17	18	83	55	38	40	13	43	86	33	22	62	53	15	17	76	39	38	40	13	43	86	34
GB49908	462	988	4038	1536	765	2136	2048	390	339	303	1335	2822	528	465	993	4037	1535	765	2136	2047	388	337	305	1340	2891	527
GB49911	11	31	83	31	25	61	45	10	11	10	65	18	8	12	32	59	31	25	61	45	7	13	6	12	23	4
GB49914	0	0	2	1	0	0	1	1	1	0	0	0	0	0	1	0	1	2	0	2	0	0	0	2	2	0
GB49918	239	164	618	169	405	320	161	64	103	41	129	299	39	302	112	684	448	581	307	174	75	91	28	102	304	17
GB49920	67	555	669	44	374	474	46	4	281	249	587	383	39	61	551	657	7	372	451	43	3	280	242	581	374	40
GB49921	107	205	401	186	197	210	202	65	214	74	196	419	64	112	197	375	178	200	145	133	40	128	69	192	388	62
GB49922	5	0	0	2	7	4	8	1	0	0	3	14	1	0	1	3	1	1	1	10	0	1	0	1	1	0
GB49924	1160	2302	6633	5023	4609	5446	6726	1814	6624	1344	725	8141	833	1080	3018	8215	4347	4361	6129	6412	1094	3376	806	726	7902	766
GB49925	55	77	574	21	237	20	19	20	237	437	148	121	28	36	62	484	27	254	35	18	54	264	416	59	126	61
GB49929	0	9	0	0	9	1	0	3	0	12	0	0	6	0	2	0	0	9	1	0	3	0	12	0	0	6
GB49930	5	1	9	4	3	0	1	0	4	0	2	0	0	5	1	9	4	3	0	1	0	4	0	2	0	0
GB49931	6	29	21	7	3	11	16	7	15	5	37	23	9	7	27	22	6	8	10	17	7	15	5	37	23	9
GB49932	3	19	28	7	5	8	6	2	12	8	38	29	3	3	7	11	1	1	1	2	2	12	7	38	28	3
GB49941	0	0	3	10	6	5	4	2	0	3	2	0	0	12	18	32	36	16	18	16	2	0	6	23	14	0
GB49947	3	16	21	4	1	8	5	2	5	1	6	23	5	0	10	6	3	0	6	2	2	5	1	4	11	2
GB49951	2	13	0	0	1	1	0	1	0	1	5	0	2	1	1	0	0	1	1	0	1	0	1	5	0	2
GB49952	9	5	9	1	2	2	1	4	0	0	4	0	3	10	2	4	0	2	2	2	4	0	0	4	0	3
GB49957	163	246	234	136	160	212	213	41	192	40	214	191	26	90	144	185	90	116	215	230	18	135	32	174	139	13
GB49960	6	18	42	26	4	19	19	1	15	2	23	29	2	4	16	36	26	4	19	19	0	20	0	23	29	2
GB49963	3	5	16	17	36	14	5	2	12	1	9	29	0	3	6	30	0	0	0	6	0	0	0	10	37	0
GB49965	56	188	272	40	43	41	190	3	99	28	470	72	11	25	125	264	16	40	14	172	9	115	12	417	26	4
GB49966	79	80	188	77	147	186	88	1328	344	43	445	234	79	41	32	77	19	19	25	19	10	16	6	51	33	30
GB49967	6	20	48	13	11	13	18	8	29	6	20	31	8	6	21	48	11	12	13	16	7	29	6	18	29	8
GB49968	2	9	9	3	1	9	6	4	8	0	19	9	2	2	9	9	3	1	9	6	4	8	0	19	8	2
GB49969	115	21	90	4	19	8	5	5	46	13	54	4	7	112	21	93	2	20	8	7	1	44	10	26	1	4
GB49972	0	4	12	0	1	0	1	0	5	3	6	7	5	0	4	12	0	1	0	1	0	5	3	6	1	2
GB49976	16	0	0	4	3	8	1	3	5	0	23	18	0	21	3	0	4	3	8	1	0	0	0	22	18	0
GB49977	12	64	134	43	29	35	166	31	239	10	145	202	30	24	69	95	29	40	31	126	31	242	9	100	183	41
GB49985	160	503	1441	102	162	241	308	67	629	90	277	201	73	61	356	1309	26	73	185	145	28	544	27	210	69	13
GB49986	3	2	4	0	1	4	2	0	1	2	7	3	0	0	2	0	0	1	4	2	0	1	2	7	3	0
GB49990	434	297	1312	196	255	352	351	122	397	173	521	598	140	417	382	1208	262	309	286	445	196	655	210	687	771	177
GB49997	5	4	60	3	3	2	0	1	0	0	22	16	0	4	3	61	2	2	2	1	1	0	1	21	16	1
GB49999	552	601	619	1123	981	480	2527	771	1106	378	2354	2676	516	523	583	514	431	360	1167	876	771	1106	378	2415	2803	490
GB50001	16	23	50	22	10	58	33	9	11	1	34	23	8	12	23	44	23	17	58	36	6	7	2	26	21	7
GB50003	22	23	59	25	30	27	44	15	59	12	68	116	22	24	23	62	24	30	27	45	15	58	12	38	74	0
GB50026	10	4	22	6	0	2	14	0	4	6	32	12	2	10	16	44	6	0	2	14	0	4	6	32	16	2
GB50043	9	7	28	3	7	27	1	1	39	6	10	14	4	9	8	28	5	10	19	3	1	39	8	4	13	4
GB50048	1324	1705	1493	1198	1176	1779	1513	594	2716	721	2081	2430	776	1642	1289	1654	1365	1351	1677	1780	572	2684	702	2128	2406	775
GB50053	0	2	6	0	0	0	0	6	26	0	13	12	2	0	4	4	0	0	0	0	0	1	0	0	2	0
GB50054	2	8	16	0	1	33	0	16	80	0	16	24	4	2	4	4	0	1	29	0	4	28	0	0	4	0
GB50055	0	2	13	2	0	13	1	18	74	4	31	29	16	7	6	12	2	0	13	1	4	25	0	18	13	9
GB50059	13	29	85	8	3	23	25	1	7	11	34	25	2	14	13	98	1	3	14	12	1	7	11	11	10	0
GB50061	2	14	1	4	15	36	28	28	38	4	50	47	3	2	9	0	3	14	32	22	20	17	3	38	36	3
GB50063	11	9	22	2	1	3	13	7	11	2	7	7	1	11	9	22	2	1	3	13	7	11	2	7	7	1
GB50064	2440	5405	13994	2430	2133	3167	4271	716	7318	1072	3815	4935	951	2510	5469	14023	2421	2170	3237	4270	724	7122	1067	3886	5032	957
GB50065	2	0	10	4	0	0	4	0	0	0	4	2	0	4	0	10	0	0	0	0	0	2	0	4	2	0
GB50066	0	0	5	2	0	0	2	0	0	0	6	0	0	1	0	5	0	0	0	0	0	1	0	4	0	0
GB50076	385	3235	668	322	919	2478	1332	417	952	667	2761	2274	282	385	3235	668	322	921	2455	1351	56	95	84	2761	2265	282
GB50077	7	8	10	1	4	22	4	3	2	1	13	13	2	7	8	10	1	4	22	4	0	0	0	13	13	2
GB50078	0	8	19	6	4	7	10	4	18	2	21	21	3	0	8	19	6	5	8	10	5	18	2	21	21	3
GB50087	19	75	13	17	37	36	23	28	0	8	75	44	3	19	72	13	19	36	40	23	24	8	0	73	42	3
GB50091	51	96	149	51	75	124	86	12	97	38	182	338	58	19	98	43	54	92	142	150	13	108	23	100	272	38
GB50099	909	923	1957	536	508	556	863	229	1131	367	1110	1123	344	900	966	1933	526	506	560	839	254	1287	360	1118	1119	340
GB50101	299	1469	988	404	400	250	1304	218	337	359	1075	1312	207	299	1463	989	339	389	880	1253	51	168	306	1033	1336	162
GB50104	11	9	73	6	6	7	13	11	51	7	28	9	7	14	9	78	6	6	7	13	11	51	7	28	9	7
GB50105	64	80	21	56	86	82	85	64	35	9	147	174	43	66	63	24	60	64	76	86	64	35	9	143	174	40
GB50108	5	26	0	4	6	8	3	4	0	8	21	2	8	3	1	0	4	6	8	3	4	0	8	21	2	8
GB50113	3	1	2	0	0	0	0	0	0	0	3	0	0	3	1	2	0	0	0	0	0	0	0	3	0	0
GB50114	0	12	4	0	0	3	5	0	1	0	14	0	7	0	14	3	0	6	2	3	0	1	0	14	0	7
GB50116	7	30	15	2	1	0	3	1	15	4	13	2	0	7	29	15	2	0	2	4	1	10	4	12	1	1
GB50117	4288	1303	4608	1756	1542	1093	1989	897	4091	1093	4191	2876	953	4285	1303	4608	1753	1540	1094	1989	897	4093	1092	4189	2877	953
GB50118	4	168	284	6	13	55	18	3	49	64	22	14	12	5	165	295	8	9	56	19	2	48	60	23	14	12
GB50123	1314	5836	3455	725	2331	5858	3237	2625	6782	1155	5927	5839	578	1324	5059	3223	694	2096	6492	3113	2103	5261	1110	5927	5839	578
GB50124	0	10	0	3	3	10	2	1	3	1	0	3	1	2	0	1	3	3	10	2	0	3	2	1	6	0
GB50132	11	22	65	6	2	9	12	8	23	3	27	16	1	11	22	66	6	2	9	12	8	23	3	27	16	1
GB50133	0	0	9	1	0	2	1	2	0	2	1	3	0	0	0	9	1	0	2	1	2	0	2	1	3	0
GB50136	6174	6467	4547	3032	3508	6140	5185	4849	4851	1350	7209	6158	2077	6091	6458	4546	2340	3569	7802	3895	4850	4852	1351	7409	6159	2077
GB50140	450	576	1988	275	301	352	385	190	1045	198	817	688	233	450	569	1990	275	298	352	389	191	1053	196	817	688	232
GB50142	266	636	628	100	60	36	283	32	242	12	751	1146	179	44	584	155	84	30	39	260	66	135	17	920	1366	96
GB50147	10	24	22	14	12	36	18	3	23	9	31	28	3	14	24	33	14	11	36	18	3	23	9	31	28	3
GB50148	10	19	24	9	12	5	33	7	12	2	13	32	3	6	16	22	12	12	5	35	6	10	1	14	19	5
GB50149	127	3441	1854	229	733	1772	1635	1	816	623	1017	698	355	2	4441	12	222	716	1450	1520	82	720	4	1	1	0
GB50150	12	24	23	13	9	28	32	4	43	6	49	26	5	7	30	19	12	13	26	35	12	52	7	39	23	4
GB50152	2	6	6	2	4	2	2	2	6	4	4	1	2	3	4	1	4	7	5	0	1	1	3	8	4	2
GB50153	2	4	5	0	2	8	1	0	0	0	3	4	0	2	2	3	1	3	1	2	0	0	0	5	3	1
GB50155	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	1	0	0	0	0	4	0
GB50156	13	20	6	23	14	22	19	9	10	5	29	31	10	114	0	30	23	15	22	20	9	10	6	29	33	10
GB50157	55	585	1688	281	487	204	957	108	787	45	381	625	143	68	559	1617	267	484	195	949	80	718	27	228	446	113
GB50159	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	3	0	0	0	0	0	2	1	0	0	0
GB50160	9	23	41	4	14	33	7	4	54	20	65	29	29	5	15	47	8	8	27	6	3	42	14	65	31	29
GB50161	5	8	8	1	0	1	7	2	1	0	4	2	0	5	8	8	1	0	1	7	0	2	0	6	2	0
GB50162	7	37	5	2	2	10	3	2	3	0	23	27	7	7	38	14	2	2	16	3	1	6	0	25	20	9
GB50164	3	59	2	8	33	13	5	8	2	4	23	16	5	3	59	2	8	33	13	5	0	0	0	23	16	5
GB50170	0	16	4	4	6	4	0	0	6	0	4	0	0	0	13	5	8	8	5	4	3	13	0	9	7	2
GB50171	2	1	3	3	6	1	3	2	0	3	4	2	1	2	1	4	1	1	0	2	0	0	1	0	2	1
GB50174	38	25	114	18	16	6	17	10	14	14	34	32	2	38	25	114	18	16	6	14	10	14	14	34	32	2
GB50175	149	169	202	57	123	83	63	85	46	36	206	131	32	134	143	190	55	107	86	62	96	49	9	208	132	32
GB50178	246	544	1302	216	312	1134	879	267	744	120	858	1082	114	237	553	1264	213	309	1136	876	270	744	120	858	1079	114
GB50179	204	587	1130	176	233	1066	706	228	659	117	731	802	114	203	591	1107	174	231	1072	707	231	658	117	731	797	114
GB50180	6	4	4	2	4	0	8	0	0	0	6	0	0	0	6	6	2	4	0	2	0	0	0	6	0	0
GB50184	55	12	296	118	66	104	219	25	44	2	122	215	1	56	7	295	108	54	107	211	26	51	3	122	214	2
GB50185	25	5	45	5	4	13	15	12	57	8	0	3	0	25	5	45	5	5	13	15	12	57	8	0	3	0
GB50187	0	2	0	0	1	14	0	0	20	0	2	0	0	0	4	0	0	2	6	0	0	19	1	0	0	0
GB50188	0	1	10	1	4	3	3	2	7	5	17	12	1	3	3	12	1	4	3	3	3	14	17	14	12	1
GB50189	13	143	246	30	28	184	186	24	110	57	186	258	48	11	142	217	14	47	298	191	24	114	56	179	258	46
GB50191	30	37	58	22	10	37	31	8	19	11	56	51	16	43	17	122	23	18	33	35	25	109	21	49	67	16
GB50192	21	44	134	1	38	9	9	3	41	4	9	6	39	13	62	121	5	40	10	15	0	16	4	5	8	17
GB50195	2	19	13	0	3	4	1	3	6	0	0	12	0	3	14	13	0	3	4	1	3	6	0	0	11	0
GB50207	116	100	190	25	35	125	70	10	10	20	75	90	40	100	100	192	25	39	131	70	10	10	20	76	90	42
GB50219	33	70	111	26	26	54	37	26	44	35	65	81	20	33	69	98	26	27	54	40	26	44	33	64	77	19
GB50222	4	0	4	0	3	0	4	0	2	0	6	0	5	4	0	4	0	5	0	4	0	2	0	6	0	5
GB50224	3	32	68	4	3	6	10	3	14	3	18	20	3	3	29	66	0	7	12	9	6	13	1	18	24	5
GB50225	9	0	4	2	0	2	11	1	7	2	1	11	0	9	0	4	0	0	3	11	0	4	6	1	11	0
GB50226	0	1	0	23	0	4	0	4739	6525	502	3708	9381	2038	0	2	0	23	0	4	0	850	1131	83	4	14	1
GB50232	28	43	71	34	24	64	65	9	59	18	85	59	13	16	39	55	33	25	74	82	8	56	14	68	43	11
GB50234	39	58	248	23	15	59	65	47	137	23	120	115	24	40	58	248	23	15	59	65	47	137	23	120	115	24
GB50237	0	1	5	0	1	1	0	1	0	2	1	0	0	0	1	5	0	0	0	0	1	0	2	1	0	0
GB50244	3	2	4	0	1	4	2	0	1	2	7	3	0	0	2	0	0	1	4	2	0	1	2	7	3	0
GB50250	5	12	2	8	6	1	6	3	2	1	5	5	1	3	4	6	8	6	1	6	0	0	0	8	0	2
GB50257	5	18	27	6	7	34	47	4	6	0	46	34	6	1	18	26	6	9	34	45	4	6	0	42	30	5
GB50261	6	18	42	26	4	19	19	1	15	2	23	29	2	4	16	36	26	4	19	19	0	20	0	23	29	2
GB50262	2	8	4	1	0	5	6	1	3	0	4	2	0	1	2	5	2	0	4	6	0	3	2	3	3	0
GB50263	0	2	19	7	22	11	30	4	50	1	34	39	4	2	2	4	1	18	15	22	11	52	1	41	51	4
GB50264	0	1	0	0	1	0	1	0	0	3	4	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
GB50265	668	1228	562	537	769	2650	1121	358	337	265	1173	1678	313	484	1184	510	485	594	1237	849	371	342	267	1160	1674	309
GB50275	6	18	11	9	5	8	11	4	8	2	13	18	2	6	18	8	9	5	8	11	4	8	2	13	18	2
GB50286	57	39	16	6	16	10	3	15	11	13	33	18	5	57	39	16	6	16	10	3	1	0	0	33	18	5
GB50289	119	240	339	89	84	206	220	95	195	50	301	305	62	119	242	339	89	84	206	219	95	195	50	301	305	62
GB50292	2	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	2	0	3	0
GB50294	26	14	25	3	6	9	1	6	11	1	15	10	7	31	9	20	5	14	15	11	19	88	1	10	13	7
GB50295	44	164	337	36	88	52	76	16	119	43	117	122	48	40	154	332	30	14	42	50	27	145	51	94	136	48
GB50301	210	343	2559	63	119	4	249	30	533	204	459	463	257	213	348	2027	57	118	6	249	32	535	202	459	464	256
GB50303	537	1704	4109	1038	838	1951	2062	449	1250	340	1441	2281	160	535	1702	4108	811	645	1703	1490	450	1251	337	1442	2276	161
GB50309	0	4	2	0	0	0	0	0	0	0	0	0	0	0	28	5	2	0	4	0	2	0	0	0	0	0
GB50332	169	297	581	6	95	106	230	7	7	93	265	127	56	172	286	562	6	94	124	199	6	135	90	298	67	8
GB50341	1	0	1	0	1	0	0	1	2	1	1	1	0	0	1	0	0	1	2	1	0	0	0	0	0	0
GB50342	98	197	61	45	53	52	50	159	77	41	229	105	45	95	315	30	37	82	55	44	181	26	78	279	114	53
GB50346	2	7	1	0	1	0	0	0	0	0	4	1	0	1	0	0	0	1	0	0	0	0	0	4	1	0
GB50353	3	1	4	0	3	5	1	0	2	3	7	2	0	3	1	5	0	1	0	5	0	9	4	9	5	0
GB50359	0	3	3	0	2	3	0	0	2	1	2	0	0	0	3	3	0	2	3	0	0	2	1	2	0	0
GB50363	0	4	3	0	0	0	1	0	2	0	0	0	0	0	2	3	0	0	0	0	1	0	0	1	2	0
GB50365	7	2	21	0	2	6	2	1	7	3	8	11	2	7	2	21	0	2	6	2	1	7	3	8	11	2
GB50368	4	10	9	8	3	10	24	6	4	6	18	10	2	4	10	9	8	3	10	24	6	4	6	18	10	2
GB50373	63	177	627	83	128	306	507	48	62	57	141	182	51	63	168	609	84	128	305	511	48	48	47	140	191	48
GB50376	19	380	174	13	14	11	9	5	12	160	184	38	2	14	384	171	10	17	17	9	2	12	166	180	32	2
GB50377	8	27	37	5	14	16	8	2	20	29	24	15	4	9	30	37	3	17	14	8	5	29	32	19	15	2
GB50381	36	33	114	27	27	37	57	35	55	16	87	53	7	37	32	112	26	29	39	58	35	55	16	83	55	7
GB50384	22	21	61	15	9	24	41	23	35	9	46	33	2	19	27	61	10	15	33	23	20	30	8	42	35	2
GB50385	87	88	227	45	41	85	95	82	112	31	131	98	0	85	89	225	39	50	93	93	80	112	31	108	104	1
GB50393	3	4	23	14	11	17	2	14	3	7	8	0	0	3	4	23	8	10	12	0	14	3	4	8	0	0
GB50395	64	126	297	1	128	0	2	44	168	0	0	85	42	63	126	297	1	128	0	2	42	168	0	2	86	42
GB50396	148	169	739	127	6	0	148	23	252	106	92	147	42	149	171	738	127	4	1	149	21	253	105	89	147	42
GB50397	245	442	1080	524	392	531	826	143	287	255	872	836	340	285	473	1068	469	345	591	734	176	396	236	878	831	335
GB50398	48	183	72	16	185	10	17	18	17	17	473	30	13	41	185	496	12	164	36	8	14	22	18	24	18	8
GB50399	51	133	161	6	73	0	5	1	7	0	10	8	4	21	5	32	12	13	31	2	4	5	9	80	8	34
GB50400	5	13	16	1	7	0	0	0	0	0	0	2	0	2	0	2	0	0	3	0	0	0	0	7	0	3
