""	X8754AD	X875cAD	X875gAD	X8820AD	X882cAD	X882pAD	X888aAD	X888hAD	X888jAD	X894bAD	X894qAD	X894rAD	X8754AQ	X875cAQ	X875gAQ	X8820AQ	X882cAQ	X882pAQ	X888aAQ	X888hAQ	X888jAQ	X894bAQ	X894qAQ	X894rAQ
GB53616	0	1	0	0	0	3	4	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	1	0
GB53620	8	2	11	2	2	4	9	10	1	4	5	3	8	2	11	4	3	5	9	9	1	4	2	4
GB53632	50	0	119	126	198	162	74	110	58	109	126	242	47	3	81	127	198	163	41	54	18	65	50	89
GB53635	30	0	12	0	0	42	55	22	3	0	6	9	12	0	9	0	0	42	70	28	6	6	0	0
GB53636	357	61	198	107	71	363	335	415	274	152	189	111	376	70	191	107	71	363	336	415	274	153	174	106
GB53639	28	24	19	52	3	78	62	45	1	69	60	5	30	25	20	52	2	74	55	38	0	68	55	2
GB53645	40	114	195	6	8	28	18	163	45	56	49	106	38	105	199	5	3	22	46	169	66	83	36	115
GB53647	33	52	65	11	21	69	57	68	42	39	59	108	33	52	64	15	23	37	39	3	0	21	33	94
GB53655	282	300	83	195	56	153	247	473	555	165	125	129	287	300	83	195	55	150	252	479	545	165	122	129
GB53672	40384	8069	12582	15438	5312	29451	32860	43493	36838	45254	27695	36713	40348	7645	12588	15443	5294	28508	32797	43359	36798	45093	27564	36541
GB53673	31	3	291	1	0	0	1	4	0	3	0	24	61	0	156	49	0	2	3	3	2	2	0	3
GB53680	4	0	18	12	5	18	5	8	7	11	7	14	3	0	16	12	5	19	2	8	6	11	7	14
GB53681	18	41	36	33	28	44	24	38	72	30	20	76	17	21	38	33	29	45	24	38	73	30	20	76
GB53682	136	93	203	123	3	172	193	358	232	119	1	79	128	92	204	129	3	167	193	361	230	116	5	84
GB53687	12	4	5	8	0	5	3	5	6	1	4	11	4	8	4	8	1	6	4	9	4	5	1	7
GB53688	60	53	77	28	2	16	20	30	6	20	12	13	9	4	22	23	3	18	4	22	2	14	13	12
GB53690	3	9	8	5	4	13	20	15	7	11	1	7	3	9	8	5	4	13	0	0	0	11	1	7
GB53700	35	38	44	10	22	35	67	94	74	32	30	32	35	38	43	12	22	35	67	94	74	0	0	1
GB53701	368	18	66	27	12	159	413	260	100	377	88	52	189	15	68	34	11	158	379	263	108	372	92	46
GB53702	3	8	5	2	2	17	20	28	13	16	5	10	2	0	6	2	1	0	20	28	13	16	5	9
GB53705	11	75	25	33	14	91	80	97	52	94	50	48	8	0	22	11	10	2	80	97	52	94	50	47
GB53719	239	199	356	221	98	347	430	663	442	337	219	271	234	200	368	221	98	348	430	664	442	338	218	272
GB53724	2	1	0	0	0	1	0	2	1	0	5	7	2	1	1	0	0	1	0	0	3	0	9	6
GB53731	7	13	16	2	0	13	4	4	6	7	11	9	7	13	15	2	0	2	3	5	8	2	3	6
GB53732	3	18	18	5	1	13	1	1	5	11	21	78	3	18	17	5	1	13	5	0	0	11	21	78
GB53735	226	186	256	61	14	45	28	452	148	58	51	86	206	183	244	92	6	24	18	343	128	30	53	65
GB53740	0	0	4	1	2	2	1	7	0	1	0	1	0	0	1	1	2	2	1	7	0	1	0	1
GB53742	10	17	11	8	14	35	26	25	29	24	29	18	12	19	13	8	14	35	31	23	23	24	29	18
GB53743	1372	21	662	292	298	401	1556	1844	1648	882	23	213	1364	18	654	294	293	399	1356	1833	1633	593	32	492
GB53744	986	88	785	370	98	549	587	996	601	475	168	358	1045	54	713	366	96	547	599	1001	601	475	173	358
GB53745	323	24	254	122	32	182	192	328	196	152	52	112	348	18	236	122	32	182	196	328	196	152	54	112
GB53746	30656	2046	24510	11085	3971	18423	19558	30958	18710	15915	5398	12609	32992	1606	21297	10590	3002	15258	18760	29932	18046	16215	5088	11580
GB53747	14963	1177	11758	5096	3212	9570	8096	12170	8788	6846	4050	7083	16720	1350	9054	4796	1867	5770	7157	9793	7224	6430	2799	4834
GB53749	117	329	281	405	276	617	743	598	758	645	670	496	97	267	0	405	276	617	743	598	758	645	671	496
GB53751	3	0	0	1	1	1	0	0	2	1	1	3	1	0	0	2	0	1	0	0	2	1	1	2
GB53769	19	119	47	31	23	85	210	220	88	43	17	18	21	119	47	31	23	85	210	220	88	43	17	18
GB53771	845	331	472	467	193	609	829	1434	790	699	232	390	568	321	472	460	171	701	825	1431	787	668	212	348
GB53773	6164	2283	4616	5903	2349	6864	6951	14149	9629	6266	2295	4848	6167	2281	4620	6193	2746	7800	7125	14148	9627	5291	2138	3896
GB53775	744	881	1392	510	678	1199	984	832	445	1194	1259	985	744	881	1392	525	641	1106	1028	871	509	1293	1387	505
GB53778	46	183	166	49	42	139	116	139	94	104	74	70	45	184	169	47	31	132	110	114	93	99	67	29
GB53782	1401	1479	1728	1848	549	1988	2182	4663	2681	1136	722	1233	1403	1470	1728	1890	548	2062	1933	4274	2391	1116	697	1254
GB53783	1387	658	1768	1013	681	1110	1461	1669	1414	1361	1634	1615	1398	654	1748	1011	686	1100	1447	1680	1415	1358	1587	1557
GB53785	203	100	1186	166	154	191	404	354	368	231	155	421	202	99	1181	165	154	190	400	345	354	233	156	420
GB53787	134	26	261	188	59	188	170	494	288	81	73	106	147	12	273	167	46	169	158	10	14	73	23	51
GB53790	317	150	266	161	46	116	286	336	279	261	179	171	318	150	267	203	56	161	288	337	279	435	377	173
GB53791	4	12	17	1	1	1	36	23	9	27	39	42	3	16	10	14	4	16	1	5	5	4	1	4
GB53798	6270	12512	11742	695	2922	3049	7071	2140	1256	3225	4774	5712	4732	8974	9042	467	2054	2178	7311	2499	2101	3972	4633	4987
GB53799	1164	3268	2359	1260	956	2996	2756	3134	2844	3230	3996	2330	1164	3268	2359	1504	1056	3243	2756	3132	2844	1978	2586	2266
GB53801	4055	1574	3471	3709	1596	5112	5892	9710	5492	4354	1854	3904	4064	1572	3500	3969	1940	6124	5900	9713	5497	4401	1666	2947
GB53803	19	119	47	31	23	85	210	220	88	43	17	18	21	119	47	31	23	85	210	220	88	43	17	18
GB53809	301	386	545	150	145	275	293	270	272	169	188	257	311	415	586	156	121	308	239	241	227	186	103	126
GB53811	519	1343	1326	340	318	1868	1542	839	543	2581	3100	1460	512	1327	1313	328	315	1824	285	155	71	2632	2909	1385
GB53812	4	15	37	5	4	3	22	33	13	11	9	6	4	15	37	3	3	6	0	1	1	11	9	6
GB53814	42	169	186	18	34	108	224	373	116	623	445	581	3	2	12	2	5	7	8	26	4	22	0	8
GB53819	39	19	19	20	11	40	53	57	75	42	40	32	149	64	58	62	54	113	138	193	207	127	113	85
GB53821	1033	209	2052	690	350	528	1110	2126	2202	931	306	703	1015	213	1949	680	354	523	1002	2020	2099	882	222	589
GB53830	364	359	2249	82	76	258	259	468	116	96	70	118	233	228	1362	118	104	283	246	461	110	195	70	118
GB53832	518	1341	1325	340	313	1864	1540	835	543	2581	3099	1457	510	1325	1312	328	315	1824	283	151	71	2632	2909	1385
GB53834	0	63	94	0	14	64	16	37	28	61	38	54	54	89	88	1	14	66	13	39	28	62	39	53
GB53835	463	1245	1504	518	375	501	465	406	442	581	312	599	481	1267	1474	506	344	519	458	400	430	498	341	634
GB53836	43	355	359	120	96	466	339	298	85	207	315	247	47	301	324	121	96	466	308	250	60	207	315	247
GB53846	0	1	1	2	1	3	6	1	0	0	4	4	0	1	1	2	0	2	11	2	1	0	4	4
GB53847	2	37	6	7	11	20	18	24	4	16	11	11	2	37	6	7	11	18	18	24	4	16	11	11
GB53853	56	54	71	59	37	135	119	120	120	137	155	146	40	29	56	51	27	124	114	119	120	138	153	145
GB53854	510	551	314	595	316	526	1167	1946	1703	466	63	331	567	618	324	563	384	680	1110	1972	1703	361	16	353
GB53856	24	6	8	0	4	1	20	29	1	0	2	5	2	4	0	0	2	1	0	33	0	0	0	4
GB53857	9	29	17	18	0	12	55	57	7	17	41	13	12	24	17	5	2	11	3	79	3	22	18	8
GB53859	75	86	89	67	38	151	147	195	166	158	159	155	55	51	74	61	31	138	139	185	159	156	157	154
GB53863	0	1	1	2	1	3	6	1	0	0	4	4	0	1	1	2	0	2	11	2	1	0	4	4
GB53869	0	19	0	0	7	19	9	1	20	1	1	0	2	19	2	0	7	19	9	1	18	1	1	0
GB53871	85	225	89	35	8	69	58	79	46	45	29	43	12	33	55	38	34	59	33	21	23	15	12	27
GB53886	34	367	110	43	36	258	195	174	72	311	112	264	13	255	51	38	26	228	193	172	73	317	138	290
GB53887	51	189	32	27	10	67	43	25	99	57	97	134	32	241	2	23	14	39	21	13	37	45	78	100
GB53888	0	1	1	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
GB53908	31	13	106	21	9	11	49	78	12	11	11	9	26	10	111	22	11	11	49	78	12	13	10	9
GB53909	64	76	66	54	44	134	196	231	123	120	83	89	3	56	40	54	44	134	196	231	123	120	83	89
GB53910	96	14	10	60	9	46	65	71	98	34	29	31	1	13	12	60	9	47	65	71	98	34	29	31
GB53912	60	90	202	210	12	59	268	421	689	92	61	45	61	91	212	210	32	110	244	420	676	92	62	45
GB53920	18	52	21	19	10	32	67	72	68	31	14	34	18	52	21	19	10	32	67	72	68	31	14	33
GB53923	376	234	132	293	35	194	313	502	643	183	54	180	377	234	136	293	29	202	312	502	667	180	51	178
GB53926	12	23	1	4	2	7	14	20	24	7	1	1	12	24	1	4	1	4	14	21	24	1	2	0
GB53929	108	45	115	57	3	21	105	99	69	24	38	14	112	45	107	54	0	17	75	77	63	24	38	16
GB53931	50	15	22	42	11	50	63	114	84	42	24	37	59	13	26	33	10	35	38	86	79	35	19	31
GB53932	2	16	16	0	5	30	36	15	1	2	39	17	2	12	0	0	5	30	36	15	1	2	39	17
GB53937	198	162	126	114	55	142	245	327	334	201	114	127	198	155	119	114	55	142	232	319	332	205	104	128
GB53941	1	0	12	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GB53945	90	135	169	33	93	207	219	155	97	166	258	116	90	135	169	33	93	206	219	155	97	166	258	116
GB53948	114	49	141	74	73	449	313	119	96	362	361	398	21	17	142	62	67	3	313	119	96	362	360	398
GB53949	2	1	5	0	1	17	17	1	1	0	12	1	0	2	3	0	0	0	0	0	1	0	12	1
GB53954	123	45	122	61	39	138	227	236	153	69	104	52	128	45	2	63	38	140	227	236	153	61	2	47
GB53956	33	40	20	22	9	30	50	51	48	30	22	10	38	40	10	22	9	30	50	50	48	32	11	12
GB53960	40	33	91	33	38	177	94	177	53	93	81	68	40	33	91	33	38	177	94	174	53	93	81	68
GB53962	3	0	2	7	0	7	6	10	3	2	4	7	2	0	4	6	0	6	6	10	2	2	4	7
GB53963	285	79	301	12	89	82	227	122	148	354	117	283	333	81	376	15	89	80	242	268	219	359	119	249
GB53965	102	122	238	111	53	225	295	259	352	98	69	84	105	122	241	31	12	62	106	263	100	100	71	88
GB53968	57	143	132	99	94	240	437	432	177	170	183	198	200	731	512	248	392	643	1257	1359	542	485	565	547
GB53969	31	12	36	52	18	60	66	121	140	33	25	83	37	12	31	52	18	60	20	174	61	28	22	67
GB53970	28	9	104	48	68	81	138	158	69	110	148	74	35	11	105	48	68	82	108	161	62	110	149	69
GB53973	1	7	0	1	2	3	1	3	1	2	3	1	1	3	1	1	2	3	0	0	0	2	3	1
GB53976	143	40	152	184	17	378	179	105	159	115	86	135	139	36	138	71	18	360	173	131	150	127	69	115
GB53979	228	129	691	229	126	432	436	714	200	186	131	228	187	147	671	219	121	437	448	666	196	167	121	219
GB53989	22	16	15	5	0	9	18	10	12	18	6	11	22	14	15	6	0	9	18	10	12	18	6	11
GB53991	6	4	14	4	2	15	10	10	6	1	2	3	6	4	14	4	2	14	10	10	6	1	2	3
GB53992	30	17	70	20	10	71	51	50	31	0	11	15	30	15	70	20	10	72	52	51	30	0	10	15
GB53996	24	7	60	24	0	54	62	38	45	36	4	19	27	7	60	24	0	54	61	38	45	41	3	19
GB53998	0	0	2	1	2	1	0	1	0	1	2	0	0	0	2	0	0	0	0	1	0	0	0	0
GB54000	15	9	32	48	9	31	225	794	396	5	1	6	13	16	41	52	10	27	561	234	83	8	5	5
GB54002	0	0	26	19	4	22	46	161	82	1	0	2	0	1	26	21	4	22	129	18	4	0	0	2
GB54003	1	3	147	89	23	127	268	874	461	3	1	12	6	1	145	99	23	124	723	102	50	2	2	15
GB54005	36	24	157	6	3	6	7	46	30	12	4	5	38	26	152	6	2	2	10	23	16	11	5	7
GB54009	8	7	12	2	1	8	18	10	26	2	5	4	1	3	3	0	0	2	10	4	20	0	0	1
GB54010	1	10	15	4	2	15	36	7	29	2	3	1	2	0	0	4	0	14	12	12	28	3	3	2
GB54011	1	1	2	0	0	1	9	1	24	0	0	2	2	1	1	0	0	3	9	1	20	1	1	1
GB54012	38	24	812	802	203	876	2402	7894	3834	20	16	24	28	30	807	893	199	875	6316	1725	357	9	11	9
GB54016	5	7	4	2	4	7	13	15	4	5	4	5	9	7	9	0	4	6	5	14	3	12	4	6
GB54022	8	2	19	8	0	16	19	12	15	12	1	6	9	2	19	8	0	16	19	12	15	12	1	6
GB54023	83	36	203	49	24	185	169	141	100	3	41	47	78	36	199	49	24	182	167	140	99	2	35	48
GB54030	4	1	8	1	2	5	3	3	2	2	1	1	2	0	6	4	3	2	3	7	2	1	0	0
GB54032	90	350	255	190	140	380	170	171	256	395	205	270	90	350	255	190	141	381	166	170	255	395	205	271
GB54061	43	14	164	20	62	103	35	50	510	105	31	111	65	14	223	26	69	200	58	66	515	133	56	132
GB54063	3	3	7	0	1	2	3	2	4	2	1	1	4	3	3	2	4	6	1	2	5	3	1	10
GB54069	1	0	2	0	0	1	0	4	0	4	0	1	0	0	1	0	0	1	0	4	0	3	0	1
GB54070	17	11	14	7	2	9	12	6	2	8	0	8	18	13	16	7	2	9	2	0	1	10	6	0
GB54092	105	81	115	63	25	107	119	182	97	95	27	56	105	62	115	63	25	107	118	179	96	95	27	56
GB54099	6	2	2	0	0	4	0	2	2	2	0	1	2	0	0	0	0	3	0	0	0	3	0	3
GB54100	43	61	49	28	28	112	70	27	27	56	100	63	43	61	49	28	28	112	1	23	8	2	9	3
GB54101	5	15	14	1	1	12	24	9	4	11	9	10	5	15	14	3	3	9	1	15	6	11	9	10
GB54110	38	72	103	74	42	124	153	164	106	79	70	57	38	75	106	74	42	124	154	164	106	79	70	57
GB54114	2008	638	2579	1476	862	1226	2413	2105	2260	1728	1312	2173	745	618	1044	1007	1024	1363	1598	1809	1797	1747	1321	2138
GB54116	90	0	27	36	11	30	46	77	78	40	14	24	88	0	27	46	13	32	49	75	77	38	14	24
GB54117	953	81	362	335	274	325	403	1488	712	649	213	359	975	14	628	327	130	249	456	899	710	617	83	43
GB54118	12631	1289	10007	6657	5046	10448	10091	13734	10887	11951	6770	13897	12635	1280	10013	6575	4883	10214	11441	13647	10871	11959	6738	13881
GB54120	3	14	4	8	6	13	16	7	12	2	3	2	3	14	4	8	6	13	14	12	13	2	1	3
GB54123	363	1033	826	280	298	954	495	284	204	826	1146	921	344	1034	809	286	331	1157	258	118	94	279	1268	1086
GB54125	11	2	14	0	0	0	4	0	0	8	0	1	10	2	14	0	0	0	3	1	1	8	0	0
GB54126	0	0	2	0	0	2	4	10	3	12	3	4	5	0	0	0	0	2	4	10	3	12	3	4
GB54127	67	14	86	8	4	9	20	41	42	39	20	47	47	8	82	8	4	9	16	40	40	40	18	44
GB54136	32	23	92	60	10	40	167	241	156	59	34	64	2	2	41	61	16	41	167	241	157	47	37	58
GB54139	8	3	3	3	1	1	7	23	0	7	5	5	16	2	3	4	1	3	10	38	8	4	1	2
GB54142	7	12	5	2	0	0	18	15	2	1	1	6	2	9	0	0	0	1	18	12	2	2	1	6
GB54143	47	10	75	13	8	35	25	59	45	46	20	22	5	2	26	16	10	41	27	48	38	47	21	20
GB54145	181	144	239	272	2	146	149	318	387	276	94	160	177	140	232	272	3	144	149	350	371	278	93	157
GB54150	118	56	153	23	34	90	94	93	93	155	148	151	105	49	110	23	32	99	96	100	102	113	109	136
GB54151	764	206	792	269	148	396	372	394	372	708	615	672	759	180	810	262	132	368	345	234	413	513	604	586
GB54152	27	11	51	27	15	56	41	38	33	65	57	57	31	11	56	26	12	42	32	35	32	65	56	58
GB54156	330	30	171	158	99	212	324	471	351	201	84	105	330	30	173	158	99	212	324	472	351	201	84	111
GB54159	660	60	340	314	198	424	644	936	702	402	170	212	660	60	346	314	198	423	644	936	702	402	168	224
GB54161	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	2	0	0	1	1	1	0	0	0
GB54164	817	1158	5583	2863	2628	5184	3006	3667	846	2810	1889	4673	429	693	3987	2813	2481	4830	3086	3761	879	2678	1877	4838
GB54167	0	1	2	1	0	0	0	2	1	2	0	5	0	1	2	0	0	0	0	0	0	0	1	1
GB54175	18	0	42	28	21	17	28	63	28	15	107	48	37	8	31	1	14	36	24	69	8	19	83	64
GB54178	535	1233	1683	701	459	1594	2389	3306	1446	696	238	672	525	1223	1685	693	474	1598	2391	3309	1435	680	234	677
GB54180	0	0	0	1	0	2	0	0	0	2	1	5	0	0	0	0	0	2	0	0	0	2	1	4
GB54181	893	470	1449	439	353	991	1175	1036	953	733	841	1066	896	466	1432	428	95	1043	665	959	393	410	313	401
GB54189	190	360	515	370	210	620	769	831	530	398	350	287	190	375	530	370	210	620	765	831	530	395	350	285
GB54197	96	68	66	20	16	89	32	86	68	77	24	48	97	68	67	20	16	89	32	85	68	76	24	48
GB54201	9	11	3	1	4	24	19	15	3	1	8	4	9	11	3	1	4	5	19	15	3	0	0	0
GB54203	350	346	1492	201	447	1492	1061	575	159	830	1168	972	350	345	1492	208	389	1237	819	605	159	703	863	751
GB54204	11	58	78	76	29	85	106	162	119	57	31	45	4	41	23	44	18	26	80	143	106	44	2	6
GB54206	22	32	60	7	8	25	28	36	61	8	36	26	27	30	32	3	2	22	12	31	50	9	26	6
GB54226	2	0	15	5	0	16	8	7	0	4	0	1	0	0	16	5	0	16	3	6	0	4	1	1
GB54238	4	1	3	3	5	0	2	16	24	4	0	0	3	1	3	1	0	0	0	14	22	0	1	0
GB54239	124	30	164	150	43	222	117	150	222	233	270	215	122	33	166	126	65	207	110	141	211	267	279	260
GB54241	48	64	47	3	24	38	83	59	19	24	47	36	5	20	13	2	18	31	9	2	1	7	40	28
GB54246	39	60	127	51	26	50	56	75	177	187	60	63	15	51	120	51	27	58	58	78	177	183	47	67
GB54250	5	0	220	5	0	9	102	6	57	0	77	38	0	0	203	0	2	8	158	3	59	7	58	5
GB54252	0	1	2	0	0	0	2	1	4	2	0	0	0	0	1	0	0	0	2	1	4	2	0	0
GB54256	153	263	140	125	93	346	245	302	94	233	254	219	90	267	91	133	132	431	205	322	93	214	231	181
GB54260	23	71	75	44	32	103	88	66	36	81	80	96	12	62	78	31	32	113	93	71	38	54	44	90
GB54261	5	16	5	5	6	46	22	27	7	14	21	26	9	17	5	5	6	46	22	27	7	13	21	20
GB54264	67	20	149	58	14	46	163	287	143	88	50	71	67	20	149	27	14	58	163	287	143	88	49	71
GB54267	27	18	8	5	6	8	15	17	18	37	35	29	27	18	8	0	8	14	0	0	1	37	36	31
GB54269	50	92	62	37	25	97	181	241	90	78	47	80	54	82	56	37	28	109	181	241	90	77	47	80
GB54271	2	14	13	3	2	14	16	23	6	14	4	13	0	13	12	3	2	14	16	23	6	15	4	13
GB54272	9	3	2	2	2	17	19	8	6	37	8	6	10	1	7	4	2	16	15	2	1	28	4	7
GB54273	2	8	5	9	13	18	1	35	14	32	24	10	1	7	5	9	13	16	2	35	14	28	22	14
GB54275	0	2	8	0	0	1	24	27	10	6	4	0	0	4	6	0	4	5	24	27	10	10	4	0
GB54281	48	64	47	3	24	38	83	59	19	24	47	36	5	20	13	2	18	31	9	2	1	7	40	28
GB54282	0	1	4	0	0	4	16	21	3	0	5	0	0	1	4	0	0	3	16	21	3	0	0	2
GB54295	5010	3488	8193	2118	795	4355	7589	8448	6689	3871	3376	2318	4987	3486	8342	2115	825	4329	7536	8412	6676	3718	3285	2228
GB54303	38	13	43	18	7	56	62	67	35	84	53	53	37	8	22	9	6	54	47	61	31	84	51	44
GB54306	12	1	3	0	0	0	0	2	5	0	5	1	12	0	2	0	0	1	0	2	4	0	8	0
GB54308	63	27	81	36	27	77	62	105	33	34	28	26	67	33	95	21	12	49	65	93	30	60	52	45
GB54309	184	52	46	25	23	61	136	43	55	20	123	48	186	51	64	7	10	27	127	43	17	25	120	19
GB54310	9	0	5	6	0	4	13	5	12	6	4	0	9	0	5	6	0	4	13	4	12	6	4	0
GB54311	33	66	96	27	31	61	141	305	60	54	49	42	30	48	108	18	13	94	141	307	60	54	40	38
GB54312	8	39	19	2	34	64	30	11	4	12	94	34	3	0	6	2	34	64	47	29	4	12	94	34
GB54314	10	9	25	7	7	38	34	28	4	26	36	12	4	0	29	0	2	20	10	1	1	16	19	12
GB54315	65	94	239	28	27	155	18	15	10	139	112	54	0	0	0	37	31	188	3	19	29	139	112	54
GB54316	0	0	0	3	1	1	3	3	2	0	0	0	0	0	0	3	1	1	3	1	2	0	0	0
GB54317	0	0	10	4	0	2	0	10	0	0	0	0	0	0	10	0	0	2	0	10	0	0	0	0
GB54320	52	29	23	14	8	2	60	56	52	26	24	24	46	14	18	2	4	0	42	54	52	42	12	6
GB54321	188	403	351	281	417	1108	284	149	81	461	608	354	180	402	343	99	171	419	286	152	84	544	700	523
GB54325	0	0	3	0	1	2	0	0	0	0	1	1	0	0	1	0	1	2	1	0	0	0	0	1
GB54334	100	48	44	76	57	110	103	151	131	73	28	54	100	48	44	79	41	106	103	151	131	73	34	53
GB54347	171	47	267	265	164	558	452	550	450	651	256	389	63	100	99	237	182	613	496	541	451	699	290	389
GB54348	72	95	143	110	50	102	146	320	192	96	61	101	70	92	144	108	43	98	150	324	198	96	61	101
GB54353	155	477	153	161	76	217	345	512	530	159	32	71	145	445	142	160	78	214	306	489	471	158	29	72
GB54354	21	17	19	10	7	10	9	23	18	8	5	13	23	10	13	10	7	10	33	26	11	8	4	4
GB54359	1	0	4	4	3	1	2	4	2	8	1	6	1	0	4	4	3	1	2	4	1	8	1	6
GB54361	22	35	14	26	32	62	103	54	51	48	43	116	22	36	15	26	32	62	119	56	45	48	44	116
GB54362	4	13	10	4	0	7	101	34	78	13	7	6	0	1	0	4	0	6	1	1	1	3	1	2
GB54363	45	10	64	48	29	143	163	152	87	87	81	61	45	10	64	21	17	79	164	152	87	48	45	34
GB54374	5	6	8	1	0	7	0	0	0	2	0	0	5	7	8	1	0	7	0	0	0	2	0	0
GB54378	93	39	68	62	34	84	90	114	96	127	65	44	93	39	68	62	35	100	66	83	125	127	65	44
GB54390	188	403	351	281	417	1108	284	149	81	461	608	354	180	402	343	99	171	419	286	152	84	544	700	523
GB54395	700	527	432	325	148	371	706	830	670	490	266	340	602	420	458	303	125	320	652	812	675	514	283	233
GB54397	0	0	6	219	192	2	1	249	262	0	0	0	0	0	9	279	213	0	1	250	261	0	0	0
GB54418	25	26	24	12	0	32	41	3	42	37	34	34	25	15	22	10	0	30	41	1	43	32	34	30
GB54426	9	48	34	12	10	33	56	80	27	14	19	16	9	48	34	12	10	35	56	80	27	14	19	16
GB54430	35	101	28	50	23	56	137	89	59	37	54	40	35	82	32	49	22	54	146	73	43	37	54	37
GB54439	44	195	124	15	21	95	72	81	22	29	71	80	44	196	125	0	2	10	35	66	14	29	67	76
GB54441	4	9	16	0	0	2	3	0	0	6	1	1	4	8	14	0	0	2	3	0	0	6	1	1
GB54443	2637	2160	1516	1442	1251	4051	3906	2614	1983	3112	2497	2523	2637	2158	1509	1442	1251	4051	3904	2624	1983	3117	2495	2520
GB54446	530	390	334	306	240	792	836	699	463	586	437	450	530	388	334	306	240	792	836	699	463	586	437	451
GB54456	8	0	10	13	5	10	15	24	18	10	4	7	10	0	10	13	5	8	17	20	21	10	5	2
GB54457	11	4	17	3	5	8	8	3	9	7	4	2	9	2	14	1	3	3	4	2	4	8	5	3
GB54459	1	0	2	0	0	0	1	20	0	0	0	1	0	2	0	0	0	0	1	20	0	0	0	1
GB54468	0	6	17	10	12	49	37	30	7	22	25	22	5	6	8	12	12	45	26	17	6	18	19	18
GB54469	11	16	11	4	8	47	75	20	7	4	19	11	11	13	6	4	8	47	73	20	7	6	19	11
GB54470	17	25	5	10	2	13	17	33	36	71	1	1	17	25	3	10	0	10	16	31	38	70	1	0
GB54471	6	3	8	2	0	6	0	2	4	9	1	16	7	1	4	1	2	0	0	3	2	1	1	10
GB54473	536	289	886	339	125	647	713	944	564	794	430	554	536	287	885	340	125	646	713	944	574	794	430	556
GB54474	676	580	1103	281	204	773	695	931	625	795	619	680	721	516	1083	276	199	769	663	879	649	684	493	554
GB54477	30	52	105	9	17	152	58	88	4	23	73	70	54	72	79	1	21	169	60	74	11	21	68	56
GB54478	70	113	116	50	93	195	311	230	143	217	229	174	99	168	60	94	124	253	154	90	30	255	275	190
GB54480	28	18	42	70	47	63	100	123	120	50	22	17	23	24	0	0	0	0	0	2	4	50	22	17
GB54483	0	1	0	0	0	2	0	0	4	0	1	1	0	1	0	0	0	2	0	0	0	0	1	1
GB54486	8	305	124	1	11	54	51	1	4	53	128	91	8	305	123	1	15	62	40	1	0	53	128	91
GB54487	0	0	1	0	1	0	0	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	2	1
GB54493	29	19	57	22	10	38	67	36	16	62	48	62	132	22	135	63	46	103	109	75	80	68	85	70
GB54496	178	47	537	258	99	513	372	538	369	498	310	408	167	87	532	174	44	383	326	395	285	444	300	390
GB54500	33	163	72	50	64	124	143	118	63	87	101	68	38	152	70	50	64	123	79	60	35	28	53	27
GB54501	7	2	1	0	0	0	1	1	1	0	0	0	7	2	1	0	0	0	1	1	1	1	1	1
GB54502	17	3	23	0	2	13	20	24	14	16	16	13	12	8	19	1	2	1	28	20	12	8	5	3
GB54504	0	0	0	0	0	1	0	6	1	1	3	0	0	0	0	0	0	1	0	3	0	1	3	0
GB54505	5	6	5	0	0	0	13	12	6	3	6	10	0	6	1	0	0	10	11	0	1	3	6	10
GB54506	112	0	312	28	32	60	300	148	132	164	120	120	112	0	312	48	56	80	264	152	116	168	120	120
GB54507	7219	4671	3657	1208	684	1371	2722	2834	2417	2804	1702	3070	7232	4143	3362	1130	688	1448	2637	2493	2140	2752	1558	2825
GB54508	47	202	395	52	62	309	83	200	108	121	193	141	39	23	24	47	47	268	116	25	16	121	193	141
GB54516	1	0	5	4	1	0	4	6	1	0	0	3	1	0	5	4	1	0	4	6	1	0	0	0
GB54522	51	6	11	19	28	40	10	11	24	15	8	11	4	9	5	22	21	51	10	9	6	3	11	6
GB54525	51	5	11	19	28	40	7	11	24	15	8	11	4	8	5	21	20	50	7	9	6	3	11	6
GB54526	40	4	60	20	5	61	70	114	62	39	29	13	41	4	59	33	6	66	80	95	26	35	26	20
GB54527	9	2	3	1	2	9	5	7	16	2	6	4	1	6	2	1	2	5	22	5	15	0	6	4
GB54528	65	24	37	33	23	34	47	75	63	30	114	28	74	43	26	19	21	52	87	69	52	28	102	20
GB54529	12	3	12	3	1	7	5	5	4	5	3	4	2	4	8	1	4	5	6	5	3	3	9	7
GB54530	0	0	0	11	0	3	11	9	14	6	4	5	0	0	0	11	0	3	11	9	14	4	4	5
GB54532	121	64	76	106	48	118	254	422	246	68	36	39	72	16	49	106	48	116	245	421	246	59	36	51
GB54533	18	39	63	75	15	78	60	168	132	27	15	27	24	15	66	66	12	78	60	168	132	27	15	27
GB54535	5	21	2	0	3	1	78	79	2	14	2	3	26	40	5	0	2	3	55	42	20	3	1	5
GB54537	193	39	146	28	18	52	104	332	191	51	44	79	189	69	160	40	17	60	120	291	182	39	34	56
